text,sentiment
My friend needs some help on her flt (she's not on Twiiter),airlinetweets/neutral
its Adolfo Garcia,airlinetweets/neutral
how long does it take for my Rapid Rewards points to be credited to my account?,airlinetweets/neutral
Flight 4424 operated by (N813MA) arrives at following flight from Reagan National http://t.co/OSc9OFlol3,airlinetweets/neutral
I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??,airlinetweets/neutral
Still looking as we speak.,airlinetweets/neutral
how you like the #redcarpet treatment,airlinetweets/neutral
yes. He's in the next flight,airlinetweets/neutral
such a bummer. But I understand it's a business deal. Thanks for answering me! Much less sad now.,airlinetweets/neutral
how do I get a companion pass,airlinetweets/neutral
Dallas/Fort Worth flight number 5320,airlinetweets/neutral
Your logo looks like 3D glasses.,airlinetweets/neutral
follow/dm please,airlinetweets/neutral
Can you help with a seat assignment? 5 people flight 694,airlinetweets/neutral
Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,airlinetweets/neutral
What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,airlinetweets/neutral
what is the status of flight 1675 tomorrow,airlinetweets/neutral
Can you tell me Jet Airways award availability?,airlinetweets/neutral
pretty sure he's saying Ricoh had great service down at BOS ;) #happytohelp,airlinetweets/neutral
she doesn't have Twitter.,airlinetweets/neutral
may I have my Companion pass please.,airlinetweets/neutral
I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,airlinetweets/neutral
anything you can do?,airlinetweets/neutral
looking for status of flight 1388 schedule for 5:15 am tomorrow morning,airlinetweets/neutral
that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha,airlinetweets/neutral
Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.,airlinetweets/neutral
any luck?,airlinetweets/neutral
Hi. My relative's Flight Booking Problems number is MY8YB4. Her name is Clarita Jaramillo Mejia. Thank you,airlinetweets/neutral
She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,airlinetweets/neutral
flight 1388 tomorrow 5:15 am,airlinetweets/neutral
flight number #2386,airlinetweets/neutral
flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?,airlinetweets/neutral
flight 435,airlinetweets/neutral
UA1469. Just landed.,airlinetweets/neutral
Looking for some help to recover an item I left on an airplane this evening,airlinetweets/neutral
what's the status of flights for Tuesday out of Dallas??,airlinetweets/neutral
probably had money on they said to hell with lol,airlinetweets/neutral
48 hours and still no bag. Could have flown to Costa Rica and back by now. I had gifts for my family in my bags.,airlinetweets/neutral
How do I get through to finally board UA 1534?,airlinetweets/neutral
I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,airlinetweets/neutral
Just reading your boarding policy,airlinetweets/neutral
I left something on my flight from ORD to SFO earlier today and believe it's on the plane back at ORD now. Please help.,airlinetweets/neutral
can you please connect these two reservations together and also add a child in a lap. KEVOLT and SOZLDJ march 1. Thanks,airlinetweets/neutral
235. We made it to Seattle...,airlinetweets/neutral
In Ethiopia adopting a child. Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation),airlinetweets/neutral
whats UA 1205 lax - newark ??,airlinetweets/neutral
Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm; still open this flight?,airlinetweets/neutral
please rebook me from Seattle to Columbus Tue 2/24,airlinetweets/neutral
can you help me add my KTN to this reservation PLZ?,airlinetweets/neutral
Why did AA973 return to JFK? Thanks :),airlinetweets/neutral
United 787 in snowy Denver. http://t.co/w1AaKJumXA,airlinetweets/neutral
Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees,airlinetweets/neutral
Are flights going into Dallas this morning? Thanks,airlinetweets/neutral
More or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to PHL http://t.co/4G0K0z2rei,airlinetweets/neutral
airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego,airlinetweets/neutral
Flight 3744 (N284WN) departs enroute to http://t.co/Bd5tvr3Gcy,airlinetweets/neutral
someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,airlinetweets/neutral
Hi guys,airlinetweets/neutral
When did they start to sell water ?,airlinetweets/neutral
is flight 2413 to LA delayed?,airlinetweets/neutral
That's not the case.. They sent me a email with a link,airlinetweets/neutral
- Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?,airlinetweets/neutral
any chance flight 3745 is being delayed?? nervous about driving to DFW in this weather to drop off my brother,airlinetweets/neutral
QSVGRU when would the next flight arrive?,airlinetweets/neutral
Do your flight schedules to - from Quintana Roo,airlinetweets/neutral
I just reserved a flight with my companion certificate,airlinetweets/neutral
is DFW accepting any arrivals or departures today?,airlinetweets/neutral
DM sent as requested. Make sure you follow back so you can DM me back. Thanks,airlinetweets/neutral
Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw,airlinetweets/neutral
Will 2396 be Cancelled Flightled tonight?,airlinetweets/neutral
good morning,airlinetweets/neutral
what would it cost,airlinetweets/neutral
I already did.,airlinetweets/neutral
two years old. Birthdate 11/13/2012,airlinetweets/neutral
can you add my KTN to an existing reservation?,airlinetweets/neutral
will all flights out of DFW be Cancelled Flightled today?,airlinetweets/neutral
I just sent a DM,airlinetweets/neutral
I DM'd child's birthdate and full name.,airlinetweets/neutral
Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost &amp; found report,airlinetweets/neutral
Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime,airlinetweets/neutral
I need to be back in Cleveland as early as possible tomorrow,airlinetweets/neutral
There is nothing on my USAir CC at this point,airlinetweets/neutral
has getaway deals through May,airlinetweets/neutral
to start daily #B777-200ER flights from #Newark to #Frankfurt replacing #B767-400ER on 2JUL #avgeek,airlinetweets/neutral
to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek,airlinetweets/neutral
is there a link to a site that displays any delays or Cancelled Flightations of flights to and from ?,airlinetweets/neutral
can I request a ticket change through twitter ?,airlinetweets/neutral
Hi! what is the phone number for reservations in Venezuela? Thanks,airlinetweets/neutral
may want to direct that to the people at tok,airlinetweets/neutral
I need to move a reservation due to weather in the middle part of the U.S. I would like to change departing airport,airlinetweets/neutral
I need a vacation from all this ice! http://t.co/45kTsSK18J,airlinetweets/neutral
at the gate! IAD to RDU,airlinetweets/neutral
what's the easiest way to get a ticket receipt? Can I get one at check in or can I get one online? Thanks!,airlinetweets/neutral
good morning,airlinetweets/neutral
I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?,airlinetweets/neutral
Any way that we could look at other options for today?,airlinetweets/neutral
Please follow me.,airlinetweets/neutral
taking off now. if I don't have a private jet to bora bora by the time I land,airlinetweets/neutral
4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December,airlinetweets/neutral
to start 3xweekly #E190 flights from #Washington Reagan to #Nantucket between 19JUN-6SEP #avgeek,airlinetweets/neutral
hello! my husband bought us a trip last night &amp; just noticed my last name is misspelled! What can I do? Thanks!,airlinetweets/neutral
can you tell me why flight 1542 from dfw to phl was Cancelled Flightled for tomorrow?,airlinetweets/neutral
to start 2xdaily #B737-700 flights from #Columbus OH to #Boston on 8AUG #avgeek,airlinetweets/neutral
to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek,airlinetweets/neutral
check your DM please,airlinetweets/neutral
to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek,airlinetweets/neutral
I'll read this over a nice glass of wine right before I dig my heels into my next novel! Maybe travel is just what I need...,airlinetweets/neutral
to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek,airlinetweets/neutral
to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek,airlinetweets/neutral
check out new music http://t.co/maRcnOCWzn,airlinetweets/neutral
could you guys follow me so I can dm yall please,airlinetweets/neutral
I believe you have to follow me so I can send you a message,airlinetweets/neutral
its only 1500 characters,airlinetweets/neutral
We invite to Fallow learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3),airlinetweets/neutral
please see dm!!,airlinetweets/neutral
trying to add my boy Prince to my ressie. SF this Thursday from LAX http://t.co/GsB2J3c4gM,airlinetweets/neutral
we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?,airlinetweets/neutral
: thanks.are flights operating now or Cancelled Flightled?,airlinetweets/neutral
fl 249 to DFW is leaving Newark on time but is going to Nashville first. Will I get stuck in Nashville?,airlinetweets/neutral
Gerne :),airlinetweets/neutral
HE is a lap infant (4 mons old),airlinetweets/neutral
#UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,airlinetweets/neutral
Can my wife's RR points be transferred to my RR account?,airlinetweets/neutral
Indeed. I don't know what's going on in Pittsburgh that weekend,airlinetweets/neutral
flight 353,airlinetweets/neutral
dmed the name,airlinetweets/neutral
Hi,airlinetweets/neutral
great operation you guys are running. More mechanical issues,airlinetweets/neutral
that's what I am hoping for,airlinetweets/neutral
would it be possible to change my flight on your website? Many thanks,airlinetweets/neutral
contact via FB messages,airlinetweets/neutral
done.,airlinetweets/neutral
